filename,width,height,class,xmin,ymin,xmax,ymax
evac2335.jpg,300,300,alive_ball,3,71,78,149
evac2335.jpg,300,300,dead_ball,169,25,241,105
evac2335.jpg,300,300,dead_ball,92,89,181,179
evac2335.jpg,300,300,alive_ball,95,37,175,113
evac2335.jpg,300,300,alive_ball,197,37,296,138
evac126.jpg,300,300,alive_ball,138,40,204,108
evac126.jpg,300,300,dead_ball,1,21,48,105
evac126.jpg,300,300,dead_ball,176,33,223,89
evac455.jpg,300,300,alive_ball,86,183,300,300
evac455.jpg,300,300,dead_ball,143,93,266,209
evac455.jpg,300,300,dead_ball,1,73,147,268
evac1111.jpg,300,300,dead_ball,186,57,295,175
evac1111.jpg,300,300,alive_ball,229,44,300,112
evac197.jpg,300,300,alive_ball,218,11,272,66
evac197.jpg,300,300,alive_ball,210,15,243,51
evac197.jpg,300,300,dead_ball,254,15,282,46
evac197.jpg,300,300,dead_ball,1,12,51,67
evac742.jpg,300,300,alive_ball,1,91,78,186
evac742.jpg,300,300,dead_ball,1,24,33,63
evac1313.jpg,300,300,dead_ball,100,14,143,59
evac267.jpg,300,300,alive_ball,18,103,168,254
evac267.jpg,300,300,dead_ball,197,124,300,300
evac375.jpg,300,300,alive_ball,166,105,287,227
evac375.jpg,300,300,dead_ball,122,83,209,172
evac2824.jpg,300,300,dead_ball,56,23,80,47
evac2824.jpg,300,300,dead_ball,35,17,62,46
evac2794.jpg,300,300,dead_ball,1,57,37,131
evac2610.jpg,300,300,dead_ball,1,57,124,211
evac560.jpg,300,300,alive_ball,135,76,216,161
evac560.jpg,300,300,alive_ball,91,76,137,123
evac2936.jpg,300,300,dead_ball,16,36,57,76
evac2936.jpg,300,300,alive_ball,54,27,99,73
evac928.jpg,300,300,alive_ball,84,15,138,72
evac1331.jpg,300,300,alive_ball,111,15,141,45
evac2364.jpg,300,300,alive_ball,180,60,230,105
evac2364.jpg,300,300,alive_ball,206,41,265,92
evac2364.jpg,300,300,dead_ball,225,38,276,89
evac2364.jpg,300,300,alive_ball,271,41,300,80
evac2364.jpg,300,300,dead_ball,276,61,300,113
evac602.jpg,300,300,alive_ball,19,21,60,62
evac602.jpg,300,300,alive_ball,185,4,220,43
evac602.jpg,300,300,alive_ball,34,6,74,48
evac188.jpg,300,300,alive_ball,98,3,130,36
evac188.jpg,300,300,alive_ball,77,8,100,31
evac548.jpg,300,300,alive_ball,10,37,117,144
evac1299.jpg,300,300,alive_ball,87,3,116,35
evac142.jpg,300,300,alive_ball,1,35,50,143
evac1574.jpg,300,300,alive_ball,193,58,300,229
evac589.jpg,300,300,dead_ball,169,56,297,195
evac2336.jpg,300,300,alive_ball,166,52,247,137
evac2336.jpg,300,300,alive_ball,226,16,300,102
evac2336.jpg,300,300,dead_ball,268,8,300,79
evac1532.jpg,300,300,alive_ball,266,32,300,123
evac294.jpg,300,300,alive_ball,101,32,155,90
evac294.jpg,300,300,dead_ball,157,29,206,82
evac1817.jpg,300,300,alive_ball,102,7,140,47
evac1817.jpg,300,300,alive_ball,148,12,174,40
evac2449.jpg,300,300,dead_ball,1,33,62,112
evac2449.jpg,300,300,alive_ball,50,50,162,169
evac2449.jpg,300,300,alive_ball,142,29,201,99
evac2860.jpg,300,300,alive_ball,183,15,197,30
evac2860.jpg,300,300,alive_ball,192,10,208,29
evac846.jpg,300,300,alive_ball,184,24,271,109
evac2637.jpg,300,300,dead_ball,19,14,39,36
evac1997.jpg,300,300,alive_ball,106,14,157,72
evac1997.jpg,300,300,alive_ball,247,26,300,105
evac2939.jpg,300,300,dead_ball,176,41,220,83
evac2939.jpg,300,300,alive_ball,217,30,265,80
evac2839.jpg,300,300,alive_ball,103,18,117,32
evac2839.jpg,300,300,alive_ball,113,15,128,31
evac2839.jpg,300,300,alive_ball,157,24,194,64
evac165.jpg,300,300,alive_ball,154,11,202,64
evac165.jpg,300,300,alive_ball,124,15,155,50
evac321.jpg,300,300,alive_ball,213,168,300,300
evac2256.jpg,300,300,dead_ball,1,55,42,133
evac2256.jpg,300,300,alive_ball,1,49,18,95
evac363.jpg,300,300,alive_ball,113,19,174,85
evac363.jpg,300,300,dead_ball,204,19,237,54
evac363.jpg,300,300,alive_ball,239,17,273,55
evac363.jpg,300,300,dead_ball,111,13,154,56
evac1255.jpg,300,300,alive_ball,115,14,176,68
evac2315.jpg,300,300,alive_ball,1,37,41,81
evac2315.jpg,300,300,alive_ball,58,24,107,78
evac2315.jpg,300,300,dead_ball,106,24,161,79
evac2315.jpg,300,300,dead_ball,34,44,85,94
evac2315.jpg,300,300,alive_ball,106,27,161,87
evac2155.jpg,300,300,alive_ball,146,8,188,55
evac1700.jpg,300,300,dead_ball,234,21,300,108
evac1700.jpg,300,300,alive_ball,42,250,280,300
evac2044.jpg,300,300,alive_ball,163,165,222,221
evac1753.jpg,300,300,dead_ball,122,38,174,93
evac2979.jpg,300,300,alive_ball,77,26,124,75
evac2823.jpg,300,300,dead_ball,135,23,162,49
evac2823.jpg,300,300,dead_ball,119,19,145,46
evac1557.jpg,300,300,alive_ball,27,1,70,36
evac104.jpg,300,300,alive_ball,251,55,300,185
