filename,width,height,class,xmin,ymin,xmax,ymax
line807.jpg,300,300,bottom_right,136,21,233,55
line807.jpg,300,300,top_right,138,2,218,31
line807.jpg,300,300,top_right,96,8,168,35
line841.jpg,300,300,bottom_left,94,1,168,20
line841.jpg,300,300,bottom_right,139,1,212,20
line368.jpg,300,300,bottom_right,146,55,255,100
line368.jpg,300,300,top_left,7,211,204,300
line756.jpg,300,300,bottom_right,118,69,233,129
line756.jpg,300,300,top_right,137,41,228,89
line756.jpg,300,300,bottom_left,29,64,158,117
line756.jpg,300,300,top_left,71,34,169,81
line34.jpg,300,300,top_right,250,57,300,118
line34.jpg,300,300,top_right,23,19,103,49
line323.jpg,300,300,bottom_right,76,76,184,126
line838.jpg,300,300,bottom_right,56,52,165,99
line838.jpg,300,300,bottom_left,1,52,101,100
line838.jpg,300,300,top_left,8,28,99,69
line224.jpg,300,300,top_left,1,76,107,140
line224.jpg,300,300,bottom_right,72,1,144,16
line224.jpg,300,300,bottom_left,29,1,100,19
line236.jpg,300,300,bottom_left,22,57,124,109
line236.jpg,300,300,bottom_right,92,48,201,97
line551.jpg,300,300,top_left,76,128,216,232
line121.jpg,300,300,bottom_left,102,13,174,32
line536.jpg,300,300,bottom_left,1,130,142,251
line287.jpg,300,300,bottom_right,1,14,67,37
line291.jpg,300,300,bottom_right,1,84,90,150
line367.jpg,300,300,top_left,95,119,207,203
line367.jpg,300,300,bottom_right,149,26,230,56
line739.jpg,300,300,bottom_right,65,62,167,118
line739.jpg,300,300,top_right,93,39,181,78
line739.jpg,300,300,top_left,30,30,117,71
line739.jpg,300,300,bottom_left,1,69,64,106
line77.jpg,300,300,top_right,143,26,220,58
line943.jpg,300,300,bottom_left,75,66,179,120
line537.jpg,300,300,bottom_left,1,165,200,299
line60.jpg,300,300,bottom_left,1,46,84,88
line60.jpg,300,300,bottom_right,41,46,140,93
line945.jpg,300,300,bottom_left,75,17,167,54
line471.jpg,300,300,bottom_right,89,73,213,127
line471.jpg,300,300,bottom_left,1,88,126,158
line907.jpg,300,300,top_left,114,8,193,38
line907.jpg,300,300,bottom_right,153,32,245,70
line641.jpg,300,300,bottom_right,65,88,202,152
line641.jpg,300,300,bottom_left,8,61,118,116
line252.jpg,300,300,top_right,105,174,283,300
line31.jpg,300,300,bottom_right,1,181,197,300
line31.jpg,300,300,top_right,176,5,242,35
line181.jpg,300,300,top_left,94,174,254,300
line429.jpg,300,300,top_left,50,103,181,183
line429.jpg,300,300,bottom_right,144,38,236,75
line429.jpg,300,300,top_left,268,22,300,50
line897.jpg,300,300,bottom_left,51,32,147,69
line897.jpg,300,300,top_left,93,6,172,41
line897.jpg,300,300,top_right,152,15,232,53
line909.jpg,300,300,top_left,123,8,204,38
line909.jpg,300,300,bottom_right,159,37,252,76
line514.jpg,300,300,bottom_right,1,127,139,219
line292.jpg,300,300,bottom_right,40,82,163,150
line288.jpg,300,300,bottom_right,207,39,299,77
line307.jpg,300,300,bottom_left,46,32,124,62
line663.jpg,300,300,bottom_right,100,197,283,300
line392.jpg,300,300,top_left,64,8,137,27
line645.jpg,300,300,top_left,1,189,200,300
line583.jpg,300,300,bottom_right,16,175,176,293
line17.jpg,300,300,top_right,1,186,142,300
line701.jpg,300,300,bottom_left,67,104,199,195
line701.jpg,300,300,bottom_right,158,97,299,182
line463.jpg,300,300,top_left,15,82,129,155
line463.jpg,300,300,bottom_right,115,1,185,20
line463.jpg,300,300,bottom_left,72,1,141,21
line80.jpg,300,300,top_right,1,64,86,126
line243.jpg,300,300,bottom_right,135,89,222,128
line243.jpg,300,300,top_right,143,72,218,100
line407.jpg,300,300,bottom_right,1,58,87,103
line407.jpg,300,300,top_left,95,15,161,43
line407.jpg,300,300,bottom_right,1,1,27,18
line764.jpg,300,300,bottom_right,116,72,220,137
line764.jpg,300,300,bottom_left,30,65,139,118
line764.jpg,300,300,top_right,147,40,234,90
line764.jpg,300,300,top_left,84,33,149,79
line843.jpg,300,300,bottom_left,95,1,168,21
line843.jpg,300,300,bottom_right,139,1,211,21
line328.jpg,300,300,bottom_left,1,1,29,20
line328.jpg,300,300,bottom_right,233,22,299,52
line743.jpg,300,300,bottom_right,58,66,172,123
line743.jpg,300,300,top_right,78,39,167,84
line743.jpg,300,300,top_left,12,39,109,85
line743.jpg,300,300,bottom_left,1,65,93,123
line2.jpg,300,300,bottom_right,122,1,190,15
line905.jpg,300,300,top_left,124,5,204,31
line905.jpg,300,300,bottom_right,168,25,262,58
line99.jpg,300,300,top_right,108,31,193,74
line904.jpg,300,300,top_left,117,1,193,26
line904.jpg,300,300,bottom_right,163,16,255,48
line857.jpg,300,300,top_left,116,48,206,93
line857.jpg,300,300,bottom_left,139,77,247,141
line857.jpg,300,300,bottom_right,236,67,300,124
line839.jpg,300,300,bottom_right,79,59,196,112
line839.jpg,300,300,bottom_left,1,64,123,117
line839.jpg,300,300,top_left,19,37,111,80
line176.jpg,300,300,bottom_right,98,129,251,223
line176.jpg,300,300,top_left,207,54,300,110
line176.jpg,300,300,bottom_right,27,30,111,60
line787.jpg,300,300,bottom_left,132,72,244,131
line787.jpg,300,300,bottom_right,211,72,300,131
line787.jpg,300,300,top_right,191,49,285,91
line736.jpg,300,300,bottom_right,86,62,210,117
line736.jpg,300,300,top_right,89,33,183,75
line736.jpg,300,300,top_left,29,40,125,83
line736.jpg,300,300,bottom_left,5,64,133,123
line901.jpg,300,300,top_left,76,2,154,28
line901.jpg,300,300,bottom_right,119,17,210,49
line505.jpg,300,300,bottom_left,1,132,150,221
line824.jpg,300,300,bottom_left,91,1,157,20
line824.jpg,300,300,bottom_right,138,1,200,15
line865.jpg,300,300,bottom_left,121,11,204,43
line865.jpg,300,300,top_right,165,1,237,20
line895.jpg,300,300,bottom_left,92,39,197,82
line895.jpg,300,300,top_left,118,13,205,52
line895.jpg,300,300,top_right,174,19,260,60
line478.jpg,300,300,bottom_left,169,55,261,101
line478.jpg,300,300,bottom_left,163,87,277,149
line144.jpg,300,300,bottom_right,132,86,272,160
line571.jpg,300,300,bottom_right,109,82,223,143
line221.jpg,300,300,top_left,109,39,196,81
line411.jpg,300,300,top_left,98,78,200,143
line411.jpg,300,300,bottom_right,1,30,25,56
line622.jpg,300,300,bottom_right,1,151,122,290
line873.jpg,300,300,bottom_left,12,42,122,91
line873.jpg,300,300,top_right,108,25,188,59
line487.jpg,300,300,bottom_right,113,99,247,171
line487.jpg,300,300,top_right,117,71,220,119
line363.jpg,300,300,top_left,1,74,90,137
line363.jpg,300,300,bottom_right,104,12,177,39
line458.jpg,300,300,bottom_right,28,147,205,255
line458.jpg,300,300,top_left,1,101,96,189
line727.jpg,300,300,bottom_right,52,27,149,59
line727.jpg,300,300,bottom_right,66,5,140,34
line727.jpg,300,300,top_left,14,9,92,38
line727.jpg,300,300,bottom_left,1,28,87,61
line45.jpg,300,300,top_right,41,37,132,72
line606.jpg,300,300,bottom_left,1,88,87,140
line704.jpg,300,300,bottom_right,92,101,220,194
line704.jpg,300,300,bottom_left,1,96,113,166
line910.jpg,300,300,top_left,105,8,186,38
line910.jpg,300,300,bottom_right,144,32,235,70
line782.jpg,300,300,bottom_right,74,58,192,106
line782.jpg,300,300,top_right,75,37,167,72
line782.jpg,300,300,bottom_left,1,66,119,114
line388.jpg,300,300,top_left,99,44,195,83
line388.jpg,300,300,bottom_right,176,10,250,36
line667.jpg,300,300,bottom_left,1,133,161,237
line180.jpg,300,300,top_left,30,141,173,263
line268.jpg,300,300,top_left,188,71,300,116
